id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,motivo_rechazo
1394,Juan Flores Morales,juan.flores.morales1@gmail.com,,10-02-1970,san miguel,REGULAR,genero_vacio
1395,Valeria Ortiz Ramírez,valeria.ortiz.ramirez2@mail.com,,1983-11-08, San Miguel ,vip,genero_vacio
1406,Marta Chávez Vásquez,marta.chavez.vasquez6@example.com,,08-02-06,L. Libertad,,"genero_vacio,segmento_vacio"
1407,Sofía Cruz Santos,sofia.cruz.santos0@example.com,,20-04-1955,L. Libertad,Pyme,genero_vacio
1408,Paula Chávez Chávez,paula.chavez.chavez1@seguro.sv,,1953-09-12,Sta. Ana,Pyme,genero_vacio
1411,Fernanda Flores Cruz,fernanda.flores.cruz4@seguro.sv,,15-01-1957,SantaAna,VIP,genero_vacio
1413,Sofía Rojas Aguilar,sofia.rojas.aguilar6@correo.com,femenino,02-28-41,Sonsonate ,,segmento_vacio
1415,Ana Chávez Vásquez,ana.chavez.vasquez1@example.com,Masculino,05-30-77,L. Libertad,,segmento_vacio
1416,Marta Santos Reyes,marta.santos.reyes2@correo.com,femenino,2002/08/25, Santa Ana ,,segmento_vacio
1419,Valeria Pérez Vásquez,valeria.perez.vasquez5@correo.com,Masculino,2009-10-10,S. Miguel,,segmento_vacio
1420,Ricardo Ortiz Pérez,ricardo.ortiz.perez6@example.com,,04-22-10, Sonsonate,PREMIUM,genero_vacio
1426,Andrés Reyes Morales,andres.reyes.morales5@mail.com,m,12-20-55, San Miguel ,,segmento_vacio
1427,Juan Mendoza Martínez,juan.mendoza.martinez6@correo.com,,2004-11-03,San salvador,Premium,genero_vacio
1434,Daniela Gómez Morales,daniela.gomez.morales6@mail.com,m,1959/02/02,S. Miguel,,segmento_vacio
1437,José Martínez Morales,jose.martinez.morales2@correo.com,Masculino,2012/03/09,san miguel,,segmento_vacio
1439,Carlos López Ramírez,carlos.lopez.ramirez4@correo.com,,25-03-1956,SanMiguel,Pyme,genero_vacio
1441,Ana López Torres,ana.lopez.torres6@example.com,F,06-27-44,LaLibertad,,segmento_vacio
1442,Carmen Hernández Martínez,carmen.hernandez.martinez0@correo.com,,01-07-73,SS,Pyme,genero_vacio
1443,Ana Castillo Martínez,ana.castillo.martinez1@example.com,,09/10/1950,San Salvador,PYME,genero_vacio
1447,Ricardo Ramírez Flores,ricardo.ramirez.flores5@correo.com,Masculino,10-03-1942,San Salvador,,segmento_vacio
1451,Pedro Rojas García,pedro.rojas.garcia2@correo.com,femenino,01-08-94,LaLibertad,,segmento_vacio
1452,Carmen Martínez Reyes,carmen.martinez.reyes3@correo.com,Mujer,06-05-85,sonsonate,,segmento_vacio
1459,Pedro Morales López,pedro.morales.lopez3@example.com,,08-09-02,Sta. Ana,Pyme,genero_vacio
1461,Pedro López Flores,pedro.lopez.flores5@seguro.sv,Hombre,2002-11-09, La Libertad ,,segmento_vacio
1464,Carlos Ortiz Chávez,carlos.ortiz.chavez1@mail.com,F,06/06/1959,Sonsonate,,segmento_vacio
1465,Paula García Mendoza,paula.garcia.mendoza2@gmail.com,,1956/04/04,SS,,"genero_vacio,segmento_vacio"
1468,Juan Castillo Gómez,juan.castillo.gomez5@gmail.com,,17/01/1960,La Libertad,vip,genero_vacio
1471,Andrés Ortiz Rojas,andres.ortiz.rojas1@example.com,m,01-02-46,LaLibertad,,segmento_vacio
1476,Sofía Aguilar Aguilar,sofia.aguilar.aguilar6@correo.com,,1982/12/13,Sonsonate,Premium,genero_vacio
1480,Carmen Cruz Torres,carmen.cruz.torres3@mail.com,,1986/10/06,SanSalvador,vip,genero_vacio
1482,Carlos Ortiz Torres,carlos.ortiz.torres5@seguro.sv,Hombre,06-05-1969, La Libertad ,,segmento_vacio
1483,Karla Torres Santos,karla.torres.santos6@mail.com,,04-24-52, Sonsonate,,"genero_vacio,segmento_vacio"
1485,Jorge Ramírez Vásquez,jorge.ramirez.vasquez1@example.com,Hombre,26-06-1967,S. Miguel,,segmento_vacio
1491,Juan Rojas Aguilar,juan.rojas.aguilar0@seguro.sv,,05-27-93,San salvador,Premium,genero_vacio
1493,José Rojas Ramírez,jose.rojas.ramirez2@gmail.com,F,1943-08-01,SS,,segmento_vacio
1495,Diego Pérez López,diego.perez.lopez4@correo.com,Fem,03-09-1989, Santa Ana ,,segmento_vacio
1496,Ana Gómez García,ana.gomez.garcia5@example.com,,1991-04-01,San salvador,Pyme,genero_vacio
1499,Paula Chávez Pérez,paula.chavez.perez1@gmail.com,,2006-04-24,Sonso,PREMIUM,genero_vacio
1500,Ricardo Rojas Mendoza,ricardo.rojas.mendoza2@seguro.sv,Hombre,1970/09/16,LaLibertad,,segmento_vacio
1502,Pedro Morales Flores,pedro.morales.flores4@correo.com,,1962/04/26,La Libertad,,"genero_vacio,segmento_vacio"
1507,María Mendoza Flores,maria.mendoza.flores2@correo.com,,08-25-80,santa ana,Pyme,genero_vacio
1515,Daniela Chávez Mendoza,daniela.chavez.mendoza3@gmail.com,,10-02-71,Sonsonate ,Premium,genero_vacio
1516,Daniela Aguilar Pérez,daniela.aguilar.perez4@mail.com,Mujer,03-15-12,San Miguel,,segmento_vacio
1517,Andrés Morales Morales,andres.morales.morales5@example.com,,14/11/1966,San salvador,Pyme,genero_vacio
1519,Ana Cruz Chávez,ana.cruz.chavez0@seguro.sv,,09-09-62,SantaAna,Premium,genero_vacio
1523,Juan López Mendoza,juan.lopez.mendoza4@example.com,F,15-08-1959,L. Libertad,,segmento_vacio
1533,Luis Ortiz Cruz,luis.ortiz.cruz0@correo.com,,15/04/2010, San Salvador ,,"genero_vacio,segmento_vacio"
1536,Pedro Hernández Castillo,pedro.hernandez.castillo3@seguro.sv,,1961/02/21,SantaAna,Pyme,genero_vacio
1542,Luis García Chávez,luis.garcia.chavez2@correo.com,m,1994/05/19,SanSalvador,,segmento_vacio
1543,Diego Castillo Martínez,diego.castillo.martinez3@correo.com,,17-04-1975, San Miguel ,Regular,genero_vacio
1546,María Castillo Reyes,maria.castillo.reyes6@correo.com,,12-09-2001,La Libertad,,"genero_vacio,segmento_vacio"
1548,Juan Martínez Flores,juan.martinez.flores1@seguro.sv,,13-12-1974,SanMiguel,Premium,genero_vacio
1552,Ricardo Mendoza Ramírez,ricardo.mendoza.ramirez5@gmail.com,Female,1958/12/08, La Libertad ,,segmento_vacio
1553,Karla Torres Ramírez,karla.torres.ramirez6@mail.com,,1979/01/08,Sonso,,"genero_vacio,segmento_vacio"
1555,Karla Santos Cruz,karla.santos.cruz1@correo.com,,04-10-68,San Miguel,PREMIUM,genero_vacio
1556,Jorge Flores Morales,jorge.flores.morales2@correo.com,,02/04/2030,La Libertad,Pyme,genero_vacio
1557,Juan García Flores,juan.garcia.flores3@gmail.com,,1988-01-08,Sonso,,"genero_vacio,segmento_vacio"
1558,Juan Aguilar Santos,juan.aguilar.santos4@gmail.com,Female,1959-02-23,SantaAna,,segmento_vacio
1560,José Pérez Flores,jose.perez.flores6@example.com,,01/03/1955,la libertad,Premium,genero_vacio
1566,Andrés Hernández Mendoza,andres.hernandez.mendoza5@correo.com,Fem,09/08/2009,Sonsonate ,,segmento_vacio
1570,Fernanda Ortiz Reyes,fernanda.ortiz.reyes2@mail.com,m,09-29-50,Sta. Ana,,segmento_vacio
1574,Pedro Hernández Hernández,pedro.hernandez.hernandez6@example.com,M,14/09/1963,sonsonate,,segmento_vacio
1575,María Cruz Martínez,maria.cruz.martinez0@gmail.com,Hombre,1964-10-21, Sonsonate,,segmento_vacio
1580,Andrés López Mendoza,andres.lopez.mendoza5@correo.com,,1964/07/08,Santa Ana,Pyme,genero_vacio
1582,Jorge Castillo Flores,jorge.castillo.flores0@mail.com,,05-05-62,Sonsonate ,VIP,genero_vacio
1586,Paula Pérez Pérez,paula.perez.perez4@mail.com,femenino,12-24-04,LaLibertad,,segmento_vacio
1589,Andrés Hernández Castillo,andres.hernandez.castillo0@correo.com,,1952-08-15, La Libertad ,vip,genero_vacio
1591,Carmen Aguilar Cruz,carmen.aguilar.cruz2@mail.com,Masculino,22-04-1979,la libertad,,segmento_vacio
1593,Lucía López García,lucia.lopez.garcia4@mail.com,Masculino,11-18-90,san miguel,,segmento_vacio
1594,Karla Santos Mendoza,karla.santos.mendoza5@gmail.com,F,30/05/1956,SS,,segmento_vacio
1600,Sofía Ramírez Vásquez,sofia.ramirez.vasquez4@mail.com,Mujer,08-09-1948,SS,,segmento_vacio
1601,Paula Ramírez García,paula.ramirez.garcia5@gmail.com,M,1970-07-29, San Miguel ,,segmento_vacio
1608,Carmen Ramírez García,carmen.ramirez.garcia5@seguro.sv,Masculino,16/10/1953, San Miguel ,,segmento_vacio
1612,Fernanda Hernández Ortiz,fernanda.hernandez.ortiz2@gmail.com,Fem,1983-01-01,sonsonate,,segmento_vacio
1613,Diego Pérez Cruz,diego.perez.cruz3@gmail.com,Hombre,1944-07-21, Santa Ana ,,segmento_vacio
1615,Andrés Aguilar Ramírez,andres.aguilar.ramirez5@correo.com,m,1952-07-14,sonsonate,,segmento_vacio
1617,Ana Martínez López,ana.martinez.lopez0@mail.com,F,2009-12-24,san miguel,,segmento_vacio
1618,María García Ramírez,maria.garcia.ramirez1@mail.com,,1983/02/18,San Miguel,,"genero_vacio,segmento_vacio"
1620,María Ortiz Pérez,maria.ortiz.perez3@gmail.com,,11-10-93, La Libertad ,vip,genero_vacio
1621,Luis Gómez Castillo,luis.gomez.castillo4@mail.com,femenino,25-12-1984,La Libertad,,segmento_vacio
1627,Luis García Martínez,luis.garcia.martinez3@mail.com,,01-10-64,Sonsonate,,"genero_vacio,segmento_vacio"
1628,Daniela López Flores,daniela.lopez.flores4@correo.com,Hombre,14-02-1996,la libertad,,segmento_vacio
1634,Ana García Aguilar,ana.garcia.aguilar3@example.com,Female,1973/11/05, Sonsonate,,segmento_vacio
1639,Karla Ramírez Cruz,karla.ramirez.cruz1@correo.com,,24/03/1993,SantaAna,REGULAR,genero_vacio
1644,Ana Torres Ramírez,ana.torres.ramirez6@example.com,Fem,1975-02-23,SS,,segmento_vacio
1647,Sofía Torres Torres,sofia.torres.torres2@correo.com,,05-19-85,S. Miguel,Pyme,genero_vacio
1649,Pedro López Reyes,pedro.lopez.reyes4@seguro.sv,,27-04-1961, San Salvador ,vip,genero_vacio
1651,Lucía Morales Torres,lucia.morales.torres6@mail.com,,06/12/1947,La Libertad,REGULAR,genero_vacio
1652,Sofía Hernández Gómez,sofia.hernandez.gomez0@example.com,femenino,2008-11-11, La Libertad ,,segmento_vacio
1653,Carmen Rojas Santos,carmen.rojas.santos1@seguro.sv,,1949/10/04, Santa Ana ,PREMIUM,genero_vacio
1654,Daniela Flores Castillo,daniela.flores.castillo2@mail.com,Masculino,04-03-07,Sonsonate,,segmento_vacio
1656,Diego Vásquez Torres,diego.vasquez.torres4@mail.com,m,12-09-04,La Libertad,,segmento_vacio
1658,Paula Flores Santos,paula.flores.santos6@gmail.com,Mujer,2012/06/05, La Libertad ,,segmento_vacio
1662,Carlos Pérez Rojas,carlos.perez.rojas3@mail.com,,1976/04/06, San Salvador ,PYME,genero_vacio
1664,Fernanda Cruz Mendoza,fernanda.cruz.mendoza5@gmail.com,femenino,07/06/1994,sonsonate,,segmento_vacio
1670,Ricardo Cruz López,ricardo.cruz.lopez4@gmail.com,,1940/08/01,LaLibertad,vip,genero_vacio
1674,Juan Vásquez Cruz,juan.vasquez.cruz1@mail.com,,11-03-1997, La Libertad ,Regular,genero_vacio
1675,Lucía Gómez Martínez,lucia.gomez.martinez2@correo.com,,31-01-2004, Santa Ana ,Premium,genero_vacio
1677,Jorge Torres García,jorge.torres.garcia4@mail.com,,2008/12/31,Sonso,vip,genero_vacio
1684,José Morales Aguilar,jose.morales.aguilar4@correo.com,,04-12-1987,sonsonate,Premium,genero_vacio
1686,Valeria Mendoza Rojas,valeria.mendoza.rojas6@example.com,,1955/05/25,la libertad,Pyme,genero_vacio
1691,María Morales Vásquez,maria.morales.vasquez4@gmail.com,,1941-05-01,SanMiguel,,"genero_vacio,segmento_vacio"
1692,Luis García Mendoza,luis.garcia.mendoza5@correo.com,M,1998/06/06,Sta. Ana,,segmento_vacio
1693,Lucía Chávez Torres,lucia.chavez.torres6@gmail.com,m,07-16-43,SantaAna,,segmento_vacio
1699,Valeria Morales García,valeria.morales.garcia5@seguro.sv,,1995/02/01,Sonsonate ,Pyme,genero_vacio
1700,Fernanda Pérez Torres,fernanda.perez.torres6@gmail.com,,20/07/1991,Sta. Ana,,"genero_vacio,segmento_vacio"
1702,Diego Vásquez Martínez,diego.vasquez.martinez1@mail.com,m,05-25-02,LaLibertad,,segmento_vacio
1704,Pedro Flores Flores,pedro.flores.flores3@seguro.sv,,1956/05/17,la libertad,Premium,genero_vacio
1706,Diego Ramírez Ortiz,diego.ramirez.ortiz5@example.com,,15/05/1991,San Miguel,REGULAR,genero_vacio
1707,Carmen Ortiz Reyes,carmen.ortiz.reyes6@seguro.sv,Fem,10-23-04,la libertad,,segmento_vacio
1711,Sofía Castillo Torres,sofia.castillo.torres3@gmail.com,Mujer,1950-10-06,SanSalvador,,segmento_vacio
1713,Pedro Ramírez Morales,pedro.ramirez.morales5@example.com,,1967-08-05,S. Miguel,PREMIUM,genero_vacio
1714,José Ramírez Gómez,jose.ramirez.gomez6@correo.com,,04-11-1972,Sonsonate,PREMIUM,genero_vacio
1716,Juan Vásquez Gómez,juan.vasquez.gomez1@gmail.com,M,1980/12/18,Sonsonate ,,segmento_vacio
1717,Juan Torres Pérez,juan.torres.perez2@example.com,femenino,25/12/2007, Santa Ana ,,segmento_vacio
1719,Jorge Mendoza Rojas,jorge.mendoza.rojas4@gmail.com,,01-29-11,san miguel,Premium,genero_vacio
1726,Andrés Chávez Chávez,andres.chavez.chavez4@seguro.sv,Fem,2004-07-15,Sta. Ana,,segmento_vacio
1729,Juan Morales López,juan.morales.lopez0@seguro.sv,Female,23-01-1948,santa ana,,segmento_vacio
1730,Paula Vásquez López,paula.vasquez.lopez1@seguro.sv,,1987/10/10,SanSalvador,Premium,genero_vacio
1742,Luis Pérez López,luis.perez.lopez6@mail.com,Fem,11-16-12,La Libertad,,segmento_vacio
1743,Sofía Gómez Martínez,sofia.gomez.martinez0@gmail.com,,1943/12/28, La Libertad ,,"genero_vacio,segmento_vacio"
1746,Lucía García Santos,lucia.garcia.santos3@mail.com,,2011-04-03,san miguel,PREMIUM,genero_vacio
1749,Jorge Rojas Aguilar,jorge.rojas.aguilar6@gmail.com,,1947-06-01,Sonsonate,Premium,genero_vacio
1752,Luis Gómez Martínez,luis.gomez.martinez2@mail.com,,07/11/1950, San Miguel ,PYME,genero_vacio
1756,Ana Santos Reyes,ana.santos.reyes6@example.com,,29/01/1952, San Salvador ,PREMIUM,genero_vacio
1766,Valeria Aguilar Hernández,valeria.aguilar.hernandez2@example.com,,11-04-1952,San Salvador,VIP,genero_vacio
1767,Fernanda Martínez Hernández,fernanda.martinez.hernandez3@mail.com,F,11/07/2011,SanSalvador,,segmento_vacio
1768,Diego Hernández Chávez,diego.hernandez.chavez4@mail.com,,06/10/1975, La Libertad ,VIP,genero_vacio
1769,Fernanda López Mendoza,fernanda.lopez.mendoza5@example.com,,1948-09-27, Santa Ana ,VIP,genero_vacio
1773,Pedro Ortiz Mendoza,pedro.ortiz.mendoza2@seguro.sv,,2000/09/05,SanMiguel,VIP,genero_vacio
1779,Diego García Reyes,diego.garcia.reyes1@example.com,Mujer,2010/05/18,Sonsonate,,segmento_vacio
1780,Carlos Torres Aguilar,carlos.torres.aguilar2@gmail.com,,09/06/1975,San salvador,PYME,genero_vacio
1782,José Pérez Ramírez,jose.perez.ramirez4@mail.com,,05-07-1983,Sonso,PREMIUM,genero_vacio
1783,Diego Gómez Reyes,diego.gomez.reyes5@gmail.com,m,1979/03/13,Sonso,,segmento_vacio
1786,Carmen López Flores,carmen.lopez.flores1@gmail.com,M,12/07/1948, San Miguel ,,segmento_vacio
1787,Daniela Torres Mendoza,daniela.torres.mendoza2@correo.com,M,2009-12-24,La Libertad,,segmento_vacio
1788,Daniela Santos Castillo,daniela.santos.castillo3@mail.com,Hombre,06-05-1999,S. Miguel,,segmento_vacio
1793,Carmen Torres Rojas,carmen.torres.rojas1@correo.com,,18-03-1990,Sonsonate ,VIP,genero_vacio
1795,Pedro Rojas Martínez,pedro.rojas.martinez3@correo.com,Fem,08-05-1984, San Miguel ,,segmento_vacio
1799,Lucía Pérez Gómez,lucia.perez.gomez0@correo.com,m,25-11-1971, San Miguel ,,segmento_vacio
1800,Luis López Mendoza,luis.lopez.mendoza1@correo.com,Female,1991/06/26, La Libertad ,,segmento_vacio
1801,Diego Torres Martínez,diego.torres.martinez2@example.com,,08-02-1979, Santa Ana ,PYME,genero_vacio
1807,Ana Santos Rojas,ana.santos.rojas1@seguro.sv,,1976-01-26,sonsonate,Regular,genero_vacio
1809,Fernanda Pérez Hernández,fernanda.perez.hernandez3@example.com,,1964/05/10,San salvador,REGULAR,genero_vacio
1810,Karla Gómez Morales,karla.gomez.morales4@example.com,Hombre,19-03-1996, Sonsonate,,segmento_vacio
1812,María Reyes Reyes,maria.reyes.reyes6@example.com,m,1992-10-13,San Salvador,,segmento_vacio
1817,Carlos Mendoza Santos,carlos.mendoza.santos4@example.com,,13-06-1962, San Miguel ,,"genero_vacio,segmento_vacio"
1821,Lucía Pérez Gómez,lucia.perez.gomez1@example.com,F,2009-02-12,L. Libertad,,segmento_vacio
1823,Carmen Chávez Rojas,carmen.chavez.rojas3@seguro.sv,Female,01-12-1982,Sta. Ana,,segmento_vacio
1825,Fernanda Mendoza Morales,fernanda.mendoza.morales5@mail.com,,2030/09/01,Sonsonate ,PYME,genero_vacio
1828,Carmen Martínez Ramírez,carmen.martinez.ramirez1@seguro.sv,femenino,09/06/1987,L. Libertad,,segmento_vacio
1832,María Hernández Pérez,maria.hernandez.perez5@seguro.sv,Female,1957/05/13,Sonsonate ,,segmento_vacio
1834,Ana Ramírez Ortiz,ana.ramirez.ortiz0@correo.com,M,06-05-1988,San Miguel,,segmento_vacio
1839,Valeria Flores Rojas,valeria.flores.rojas5@correo.com,Hombre,10-18-44,SanSalvador,,segmento_vacio
1841,Luis Ortiz Chávez,luis.ortiz.chavez0@example.com,Hombre,24-01-1985, Sonsonate,,segmento_vacio
1842,Andrés Santos Mendoza,andres.santos.mendoza1@gmail.com,F,02-26-86,SanMiguel,,segmento_vacio
1844,Karla Ortiz Morales,karla.ortiz.morales3@example.com,Fem,27/09/2003,sonsonate,,segmento_vacio
1848,María Mendoza Morales,maria.mendoza.morales0@mail.com,F,1981-05-21, Sonsonate,,segmento_vacio
1853,Carmen López Vásquez,carmen.lopez.vasquez5@gmail.com,,09-01-1965,SS,VIP,genero_vacio
1856,José Morales Torres,jose.morales.torres1@gmail.com,,1993-01-23, Sonsonate,VIP,genero_vacio
1857,Pedro Ortiz Ramírez,pedro.ortiz.ramirez2@correo.com,Female,1978/07/26,SantaAna,,segmento_vacio
1858,Jorge Santos Torres,jorge.santos.torres3@gmail.com,,1976-05-10,sonsonate,,"genero_vacio,segmento_vacio"
1859,Andrés Ortiz Ortiz,andres.ortiz.ortiz4@gmail.com,M,27-08-1986,Sonsonate ,,segmento_vacio
1860,María Vásquez López,maria.vasquez.lopez5@seguro.sv,Fem,04-13-73,La Libertad,,segmento_vacio
1862,Paula Mendoza Santos,paula.mendoza.santos0@correo.com,,1990-02-26,San Miguel,,"genero_vacio,segmento_vacio"
1864,Paula Aguilar Chávez,paula.aguilar.chavez2@correo.com,,02-01-66, La Libertad ,Premium,genero_vacio
1865,María Hernández Ortiz,maria.hernandez.ortiz3@gmail.com,Fem,05-17-00, San Salvador ,,segmento_vacio
1866,Lucía Pérez Rojas,lucia.perez.rojas4@correo.com,Mujer,21-11-1963, San Miguel ,,segmento_vacio
1867,María Chávez Martínez,maria.chavez.martinez5@example.com,femenino,10-09-12,Santa Ana,,segmento_vacio
1871,Carmen Mendoza Gómez,carmen.mendoza.gomez2@example.com,F,1990-03-28,SanSalvador,,segmento_vacio
1877,María Mendoza Santos,maria.mendoza.santos1@example.com,Female,11/06/2010, Santa Ana ,,segmento_vacio
1883,Lucía Flores Ortiz,lucia.flores.ortiz0@seguro.sv,,23/01/1979, Sonsonate,PREMIUM,genero_vacio
1885,Lucía Pérez Ortiz,lucia.perez.ortiz2@mail.com,,03-04-1944,San Miguel,Pyme,genero_vacio
1886,Pedro Chávez Torres,pedro.chavez.torres3@example.com,,07/02/1970, Santa Ana ,Premium,genero_vacio
1888,Karla Hernández Cruz,karla.hernandez.cruz5@mail.com,,1948/12/11,La Libertad,,"genero_vacio,segmento_vacio"
1892,Juan García Reyes,juan.garcia.reyes2@correo.com,femenino,1949/12/16,SanMiguel,,segmento_vacio
1895,Juan López Morales,juan.lopez.morales5@gmail.com,Masculino,10-28-65,San salvador,,segmento_vacio
1896,José López Flores,jose.lopez.flores6@mail.com,Masculino,29-03-1971, San Salvador ,,segmento_vacio
1897,Carlos García García,carlos.garcia.garcia0@gmail.com,M,10/09/1988, San Miguel ,,segmento_vacio
1900,Jorge Rojas Ortiz,jorge.rojas.ortiz3@seguro.sv,,10-04-1945,San Miguel,PREMIUM,genero_vacio
1910,Luis Chávez Vásquez,luis.chavez.vasquez6@mail.com,Female,25-09-1971,La Libertad,,segmento_vacio
1912,Sofía Rojas Gómez,sofia.rojas.gomez1@gmail.com,m,17/11/1948,SS,,segmento_vacio
1914,Daniela Rojas Ramírez,daniela.rojas.ramirez3@gmail.com,Hombre,1988-01-17,Sonso,,segmento_vacio
1916,Diego Aguilar Ortiz,diego.aguilar.ortiz5@gmail.com,Masculino,2008-09-06,Sonsonate ,,segmento_vacio
1922,Juan Flores Pérez,juan.flores.perez4@correo.com,,25-08-1959,san miguel,vip,genero_vacio
1928,Carmen Pérez Santos,carmen.perez.santos3@correo.com,M,13-04-1947,La Libertad,,segmento_vacio
1929,Juan Vásquez Morales,juan.vasquez.morales4@seguro.sv,,26-12-1989,SanSalvador,PREMIUM,genero_vacio
1930,Lucía Pérez García,lucia.perez.garcia5@seguro.sv,femenino,03-02-91,SS,,segmento_vacio
1931,Carlos Flores Castillo,carlos.flores.castillo6@seguro.sv,,08/11/1998, San Miguel ,PREMIUM,genero_vacio
1934,Fernanda Reyes Flores,fernanda.reyes.flores2@gmail.com,Hombre,2000-06-03,Sonsonate ,,segmento_vacio
1940,Andrés Vásquez Santos,andres.vasquez.santos1@example.com,,12-05-1982, Sonsonate,Pyme,genero_vacio
1941,María Rojas Ramírez,maria.rojas.ramirez2@correo.com,femenino,02-24-65,San Miguel,,segmento_vacio
1943,Karla Pérez Reyes,karla.perez.reyes4@gmail.com,,24-07-2010,SanMiguel,Premium,genero_vacio
1946,Diego Gómez Rojas,diego.gomez.rojas0@example.com,Female,09/06/1950,SanSalvador,,segmento_vacio
1947,Andrés Cruz Chávez,andres.cruz.chavez1@mail.com,F,1960/04/10,SanSalvador,,segmento_vacio
1948,Pedro Gómez Pérez,pedro.gomez.perez2@gmail.com,,1950-10-15,Sonso,REGULAR,genero_vacio
1949,Carmen Ramírez Vásquez,carmen.ramirez.vasquez3@correo.com,,1999/01/10,L. Libertad,Regular,genero_vacio
1951,Luis Cruz Chávez,luis.cruz.chavez5@gmail.com,,09-07-1981,SanMiguel,PREMIUM,genero_vacio
1954,Ricardo Gómez Pérez,ricardo.gomez.perez1@example.com,,23/11/1945,SanSalvador,VIP,genero_vacio
1957,Carmen López Torres,carmen.lopez.torres4@seguro.sv,Masculino,11-08-97,Sta. Ana,,segmento_vacio
1958,Pedro Ramírez Cruz,pedro.ramirez.cruz5@seguro.sv,Masculino,1953/04/23, Santa Ana ,,segmento_vacio
1960,Andrés Rojas García,andres.rojas.garcia0@mail.com,,05-07-1985,San Salvador,,"genero_vacio,segmento_vacio"
1962,Juan Hernández López,juan.hernandez.lopez2@seguro.sv,M,01-31-84,sonsonate,,segmento_vacio
1968,Valeria Hernández Cruz,valeria.hernandez.cruz1@example.com,Masculino,1940/07/25,San Miguel,,segmento_vacio
1970,Lucía Cruz Santos,lucia.cruz.santos3@example.com,,2004-08-08,S. Miguel,PYME,genero_vacio
1972,Valeria García García,valeria.garcia.garcia5@example.com,femenino,19-10-1990,San Miguel,,segmento_vacio
1975,Karla Aguilar Hernández,karla.aguilar.hernandez1@mail.com,Fem,03-12-52,San salvador,,segmento_vacio
1976,Diego Rojas Torres,diego.rojas.torres2@gmail.com,m,14-03-1976,La Libertad,,segmento_vacio
1977,Daniela Aguilar Ramírez,daniela.aguilar.ramirez3@seguro.sv,,28/08/1946, San Salvador ,Premium,genero_vacio
1978,Luis Chávez Morales,luis.chavez.morales4@seguro.sv,femenino,2000/07/20, Sonsonate,,segmento_vacio
1982,Valeria Castillo Santos,valeria.castillo.santos1@example.com,,1997-06-04,San Salvador,Premium,genero_vacio
1984,Jorge Chávez Santos,jorge.chavez.santos3@mail.com,,20/05/1980,L. Libertad,Pyme,genero_vacio
1987,Jorge Vásquez Pérez,jorge.vasquez.perez6@correo.com,femenino,28/01/1991,SS,,segmento_vacio
1989,Andrés Castillo Cruz,andres.castillo.cruz1@gmail.com,Female,1947/01/11, Sonsonate,,segmento_vacio
1991,Valeria Castillo Cruz,valeria.castillo.cruz3@mail.com,Female,1967/07/30,SanSalvador,,segmento_vacio
1993,Jorge Flores Rojas,jorge.flores.rojas5@gmail.com,Fem,01/09/1963,Santa Ana,,segmento_vacio
1994,Marta Mendoza Rojas,marta.mendoza.rojas6@seguro.sv,Masculino,1951/07/06, Sonsonate,,segmento_vacio
2004,Carlos Gómez Flores,carlos.gomez.flores2@mail.com,F,06-22-76,SantaAna,,segmento_vacio
2005,Andrés Mendoza Morales,andres.mendoza.morales3@mail.com,F,2010/02/07,san miguel,,segmento_vacio
2008,Juan Gómez Gómez,juan.gomez.gomez6@example.com,,27-02-1990,san miguel,PYME,genero_vacio
2016,Juan Chávez Rojas,juan.chavez.rojas0@gmail.com,,1963-03-26,LaLibertad,REGULAR,genero_vacio
2020,Valeria Mendoza Pérez,valeria.mendoza.perez4@correo.com,,1962/03/12,San salvador,vip,genero_vacio
2021,Luis García García,luis.garcia.garcia5@seguro.sv,Hombre,1944-03-24,Sta. Ana,,segmento_vacio
2022,Andrés Torres Martínez,andres.torres.martinez6@mail.com,,2000-01-27,L. Libertad,VIP,genero_vacio
2023,Diego Torres Pérez,diego.torres.perez0@gmail.com,Mujer,08-17-71,san miguel,,segmento_vacio
2024,Marta Hernández Aguilar,marta.hernandez.aguilar1@correo.com,,25-02-1949,san miguel,PREMIUM,genero_vacio
2027,Sofía Castillo Castillo,sofia.castillo.castillo4@mail.com,Female,1967/02/05,Sonsonate ,,segmento_vacio
2029,Daniela Vásquez García,daniela.vasquez.garcia6@example.com,Masculino,29-11-1994,L. Libertad,,segmento_vacio
2032,Andrés García Morales,andres.garcia.morales2@correo.com,Mujer,03/05/1971,SS,,segmento_vacio
2033,Carmen Pérez Santos,carmen.perez.santos3@example.com,,23/08/1965,San salvador,,"genero_vacio,segmento_vacio"
2034,Marta Reyes Santos,marta.reyes.santos4@correo.com,,01/02/1976,la libertad,,"genero_vacio,segmento_vacio"
2038,Carmen García Vásquez,carmen.garcia.vasquez1@mail.com,femenino,2007/03/19,SantaAna,,segmento_vacio
2046,Andrés Santos Torres,andres.santos.torres2@example.com,Mujer,1993/04/18,San salvador,,segmento_vacio
2047,Sofía Hernández Ortiz,sofia.hernandez.ortiz3@seguro.sv,,14-10-1941,San salvador,VIP,genero_vacio
2049,José López Reyes,jose.lopez.reyes5@correo.com,Female,06/09/1996,sonsonate,,segmento_vacio
2051,Juan Chávez Morales,juan.chavez.morales0@correo.com,,27-11-1987,santa ana,Premium,genero_vacio
